timestamp,chunk,train_loss,val_loss,sta_sparsity,tcrh_connectivity,mahler_dominant_order,ortho_loss,tokens_per_sec,vram_alloc_gb
2026-04-20T16:29:14.694117Z,1,3.725189,96.469569,0.0000,0.1089,1.00,1043.8387,8316,0.201
